X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15	X16	X17	X18	X19	X20	X21	X22	X23	X24
1	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
2	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
3	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
4	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
5	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
6	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
7	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
8	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
9	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
10	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
11	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
12	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
13	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
14	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
15	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
16	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
17	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
18	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
19	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
20	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
21	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
22	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
23	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
24	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
25	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
26	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
27	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
28	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
29	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
30	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
31	2.52078333333333	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5
32	5	0	4.86696179532031	5	0	5	5	3.57271719704019	5	1.40998768083127	0	0	0.0382643561287003	0	0.271049557511265	0	0	0	0	0	0.0711989432112098	3.86790562108601	5	4.25693240650646
